Регистровый номер;Строительный номер;IMO;MMSI;Название судна;Проект судна;Назначение судна;Формула класса;Источник данных;Место постройки;Завод постройки;Город постройки;Страна постройки;Порт приписки;Учреждение регистрации;Текущее состояние;Заложено;Дата закладки киля;Дата значительной части;Спущено на воду;Построено;Длина наибольшая теоретическая;Длина расчетная;Длина габаритная;Длина конструктивная;Ширина габаритная;Ширина конструктивная;Валовая вместимость;Чистая вместимость;Дедвейт;Грузоподъемность;Водоизмещение;Осадка;Высота борта;Надводный борт;Скорость;Тип силовой установки;Заводская модель главного двигателя;Запасы топлива;Количество движителей;Тип движителя;Численность экипажа;Спецперсонал;Число пассажиров коечные;Число пассажиров бескоечных;Общее число пассажиров;Количество лопастей;Холодильная установка;Рабочая температура;Хладагенты;Количество охлаждаемых грузовых помещений;Вместимость охлаждаемого грузового помещения;Количество наливных танков;Объём наливного танка;Суммарный объем наливных танков;Количество контейнеров;Тип контейнеров;Количество палуб;Количество переборок продольных;Количество переборок поперечных;Общее количество переборок;Водяной балласт;Подогреватели;Категория якорных цепей;Калибр якорных цепей
301228;11;;;Моряк;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2022;;;9.03;0;3.08;0;0;0;0;0;2.3;;1.235;1.035;;Бензиновый;Toyota 2GR-FR;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301229;763;;;Горный;А8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2022;;;8.25;0;3.3;0;15.53;0;0.8;0;1.67;;1.37;1.17;;Бензиновый;ЗМЗ-4092.10;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301230;С-111;;;Марс Х;Марс-10П;Маломерное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2023;;;8;0;3.6;0;0;0;0;0;2.56;;0.93;0.62;;Бензиновый;ЗМЗ-409.10;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301231;03072012101;;;ЕВ2;Славир 520;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2012;;;5.47;5.35;3;2.05;0;0;0;0.45;1.2;;0.62;0.32;;Бензиновый;SUBARU EJ20;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
301232;С-217;;;Айсберг 2;Марс-700;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижнгий Новгород;;;;;;;;;;;01.01.2007;;;8.04;0;3.62;0;0;0;0;0;2.4;;1.21;0.98;;Дизельный;Nissan TD27;;;;1;;;;8;;;;;;;0;;0;;;;0;2;;;;;
301233;GY 61-0200041;;;Роял Платинум-1;Yamaha CR-28FB;Глиссирующее маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1995;;;8.5;0;2.82;0;1.95;0;0;0;4.85;;1.35;0.9;;Дизельный;YAMAHA SX421KSH;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301234;005;;;Мороз;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2011;;;9.03;8.9;3.08;2.45;0;0;0;0;2.3;;1.235;1.035;;Бензиновый;Toyota 2GR-FE;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301235;002;;;Спутник;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2021;;;9.03;0;3.08;0;0;0;0;0;1.67;;1.235;1.035;;Бензиновый;Toyota 2GR-FE;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301236;012;;;Счастливчик;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Н.Новгород;;;;;;;;;;;01.01.2022;;;9.03;0;3.08;0;0;0;0;0;2.3;;1.235;1.035;;Бензиновый;Toyota 2GR-FE;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301237;98;;;Енисей-3;А8;СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2007;;;7.48;8.25;3.08;3.08;15.53;0;0.8;0;2.36;;1.37;1.17;;Бензиновый;Toyota 3RZ;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301238;92;;;Амадеус-1;А8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2006;;;7.55;0;3.3;0;15.53;0;0.8;0;1.67;;0.92;0.45;;Бензиновый;Toyota 2JZ;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301239;519;;;Сибирь 1;А8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр, Fleetphoto;Нижний Новгород;"Судостроительная компания ""Аэроход"""; Нижний Новгород;;Иркутск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2016;;;8.25;7.48;3.3;3.08;15.53;0;0.8;0;1.67;;1.35;1.17;;Бензиновый;ЗМЗ-40920а;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301240;700;;;Хивус-700;А8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2018;;;8.25;0;3.3;0;15.53;0;0.8;0;1.67;;1.35;1.17;;Бензиновый;ЗМЗ409;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301241;192;;;Фонтон;А8;СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2006;;;8.02;7.05;3.1;2.48;15.53;0;0;0.8;1.67;;1.37;1.17;;Дизельный;BMW M57D;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301242;025;;;Михаил Беклемишев;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр, Fleetphoto;Нижний Новгород;ООО «СВП Сервис НН»; Нижний Новгород;;Иркутск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2023;;;9.03;8.03;3.08;2.43;0;0;0;0;1.67;;1.235;1.035;;Бензиновый;Toyota 2GR-FE;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301243;С-126;;;Перевозчик;Марс-700;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2004;;;7.63;0;3.2;0;0;0;0;0;2.4;;0.78;0.41;;Дизельный;ГАЗ 560;;;;1;;;;8;;;;;;;0;;0;;;;0;2;;;;;
301244;050;;;Семал;Кайман-10;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2023;;;7.5;7.25;3.55;2.25;0;0;0;0;2.3;;2.65;0.8;;Бензиновый;Toyota 3UZ-FE;;;;1;;;;9;;;;;;;0;;0;;;;0;3;;;;;
301245;250;;;Майами;Марс-700;СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2007;;;8.04;0;3.62;0;0;0;0;0;2.4;;1.21;0.98;;Дизельный;Toyota 1КZ;;;;1;;;;8;;;;;;;0;;0;;;;0;2;;;;;
301247;JP-MLIT0133767B;;;Руслан-1;YAMAHA FR 25;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1990;;;7.5;0;2.63;0;1.95;0;0.7;0.7;2.5;;1.3;0.9;;Бензиновый;YAMAHA  F225AET;;;;1;;;;11;;;;;;;0;;0;;;;0;2;;;;;
301248;206;;;Арктик;А8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2009;;;8.02;7.05;3.3;2.48;15.53;0;0.8;0;1.67;;1.35;1.17;;Бензиновый;ЗМЗ-409;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301249;00746;;;ПО 00746;П 09.23;Несамоходный плавучий понтон;Р 1,2 IV;Речной регистр;г.Навашино;;;;;;;;;;;01.01.2013;;;6.91;6.91;8.09;7.1;41;0;0;15;7.06;;0.75;0.273;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
301250;00148;;;ПО 0148;П 09.23;Несамоходный плавучий понтон;Р 1,2 IV;Речной регистр;г.Навашино;;;;;;;;;;;01.01.2013;;;6.91;6.91;8.09;7.1;41;0;0;15;7.06;;0.75;0.273;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
301251;01287;;;ПО 01287;П 09.23;Несамоходный плавучий понтон;Р 1,2 IV;Речной регистр;г.Навашино;;;;;;;;;;;01.01.2013;;;6.91;6.91;8.09;7.1;41;0;0;15;7.06;;0.75;0.273;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
301252;00224;;;ПО 00224;П 09.23;Несамоходный плавучий понтон;Р 1,2 IV;Речной регистр, Fleetphoto;г.Навашино;ОАО «Окская Судоверфь»; Навашино;;Иркутск  ;РКО (РРР до 2022); негодное к плаванию ;;;;;01.01.2013;;;6.91;6.91;8.09;7.1;41;0;0;15;7.06;;0.75;0.273;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
301257;69;;;Сириус;А8;Маломерное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2005;;;8.25;7.56;3.3;3.08;15.53;0;0.8;0;1.67;;1.35;1.17;;Бензиновый;Toyota 2JZ;;;;1;;;;9;;;;;;;0;;0;;;;0;3;;;;;
301258;22;;;Богатырь;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2023;;;9.03;8.9;3.08;2.45;0;0;0;0;1.67;;1.235;1.035;;Бензиновый;Toyota 2GR;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301260;0025;;;Ламу;Marina 900;Глиссирующий катер для перевозки пассажиров;Категория 3;Речной регистр;Санкт-Петербург;;;;;;;;;;;01.01.2024;;;9.03;0;2.1;0;0;0;2.2;0;0;;1.2;0.8;;Бензиновый;YAMAHA 115;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
301261;JPMLIT0048473B;;;Вираж;YAMAHA FR-23;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1992;;;7.2;0;2.3;0;1.95;0;0;0;4.14;;1.3;0.8;;Бензиновый;YAMAXA VMAX200;;;;1;;;;7;;;;;;;0;;0;;;;0;2;;;;;
301262;4;;;Чара;А8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2002;;;8.25;0;3.3;0;15.53;0;0.8;0;2.4;;1.37;1.17;;Дизельный;Nissan QD-32;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301264;JP-MLIT0021698А;;;Дискавери;Nissan FSB 750 ТНT;Маломерное глиссирующее судно для перевозки пассажиров;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1990;;;7.12;0;2.4;0;0;0;0;0;2.45;;1.25;0.75;;Бензиновый;YAMAXA F200ВЕТ;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301265;С319;;;Марс-700;СВП 700;Маломерное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2009;;;7.63;6.9;3.2;3.15;15.6;0;0.84;0;2.4;;0.783;0.4;;Дизельный;ГАЗ 5601;;;;1;;;;7;;;;;;;0;;0;;;;0;2;;;;;
301266;026;;;Спутник-12;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2023;;;9.03;8.9;3.08;2.43;0;0;0;0;2.3;;0.52;0.32;;Бензиновый;Toyota 2CR-FE;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301267;2047;;;Тихий;Nissan PF730;Глиссирующее маломерное судно для перевозки пассажиров;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1991;;;7.3;0;2.4;0;0;0;1.2;0;3.4;;1.2;0.8;;Бензиновый;YAMAHA  F200СЕТ;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301272;2095;;;Ниссан;Nissan PFA 730А;Маломерное судно для перевозки пассажиров;Категория 4;Речной регистр;Япония;;;;;;;;;;;01.01.1997;;;7.32;0;2.3;0;0;0;0;0;0;;1.1;0.7;;Бензиновый;SUZUKI;;;;1;;;;6;;;;;;;0;;0;;;;0;2;;;;;
301273;3300073;;;Викинг;Yamaha FR-25;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1992;;;8.7;0;2.6;0;1.95;0;0.7;0.7;2.9;;1.3;0.85;;Бензиновый;YAMAXA;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301274;0240027;;;Беркут;Yamaha FR-27;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1991;;;8.2;0;2.4;0;1.95;0;0.7;0.7;2.84;;1.3;1;;Бензиновый;YAMAXA;;;;1;;;;11;;;;;;;0;;0;;;;0;2;;;;;
301275;JP-HLIT-0028055В;;;Квант;YAMAHA FR-26;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1987;;;7.8;0;2.5;0;1.95;0;0.7;700;2.35;;1.2;0.8;;Бензиновый;Yamaha F225АET;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301276;028;;;Буран;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2024;;;9.03;0;3.08;0;0;0;0.8;0;2.3;;2.25;0.72;;Бензиновый;Toyota 2GR-FE;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301277;NMC2730040897;;;Байкал-1;Nissan GS800;Маломерное судно для перевозки пассажиров;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.2002;;;9.2;0;3.1;0;0;0;2;0;7.5;;1.5;1;;Дизельный;Volvo Penta AD 41P-A;;;;1;;;;11;;;;;;;0;;0;;;;0;2;;;;;
301278;2022.830.007;;;Ольга;Krasboat 830;Маломерныое глиссирующие судно для перевозки пассажиров;Категория 3;Речной регистр;Красноярск;;;;;;;;;;;01.01.2022;;;0;8.25;0;2.5;0;0;0;0;3.25;;1.32;0.85;;Бензиновый;YAMAXA;;;;1;;;;9;;;;;;;0;;0;;;;0;4;;;;;
301280;0200181;;;НАРАНА;YAMAHA FR-24;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1991;;;7.7;0;2.2;0;1.95;0;0.7;700;2.6;;1.35;0.7;;Бензиновый;SUZUKI-DF300;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301281;JP-MLIT0081758B;;;Велес;Yamaha SR20C;Глиссирующее маломерное для перевозки пассажиров;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1990;;;6.5;0;2.4;0;9.1;0;0;0;1.33;;1.5;0.7;;Бензиновый;Suzuki DF 200A;;;;1;;;;5;;;;;;;0;;0;;;;0;2;;;;;
301283;8427-0521009;;;Алдан-8427;Алдан-8427;Маломерный глиссирующий катер, перевозка пассажиров;Категория 4;Речной регистр;Красноярск;;;;;;;;;;;01.01.2021;;;8.4;0;2.71;0;0;0;0;0;0;;1.2;0.6;;;YAMAHA F300GET;;;;0;;;;11;;;;;;;0;;0;;;;0;0;;;;;
301287;2020;;;Борзый;Nissan SP550T;Маломерное глиссируещее судно для перевозки пассажиров;Категория 4;Речной регистр;Япония;;;;;;;;;;;01.01.1997;;;6.2;0;2.1;0;0;0;0;0;2.4;;0.9;0.6;;Бензиновый;;;;;1;;;;6;;;;;;;0;;0;;;;0;2;;;;;
301288;RUIPSI0065D1223;;;Аквабот;Касатка 820;Маломерное судно для перевозки пассажиров;Категория 4;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2023;;;8.2;0;2.2;0;0;0;0;0;0;;1.2;0.8;;Бензиновый;Honda;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
301289;0400001;;;Ария;YAMAHA SR 25;Маломерное судно для перевозки пассажиров;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1988;;;7.9;0;2.7;0;9.1;0;0.85;1;0;;2;0.8;;Бензиновый;TOYOTA-3UZ-FE;;;;1;;;;7;;;;;;;0;;0;;;;0;2;;;;;
301290;0820003;;;Династия;YAMAHA РС-27;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.2004;;;8.2;0;2.6;0;1.95;0;0.7;700;5.69;;1.3;0.85;;Бензиновый;Suzuki DF300AР;;;;1;;;;11;;;;;;;0;;0;;;;0;2;;;;;
301291;48;;;Обь-4;Обь-4;Маломерное судно для перевозки пассажиров;Категория 3;Речной регистр;г.Новосибирск;;;;;;;;;;;01.01.2007;;;7;0;1.9;0;0;0;0;0;1.6;;0.82;0.4;;Дизельный;Nissan СD-20;;;;1;;;;5;;;;;;;0;;0;;;;0;3;;;;;
301292;147;;;ИЛИМ;А-8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2008;;;8.02;0;3.3;0;15.53;0;0.8;0;1.67;;1.35;1.17;;Бензиновый;ЗМЗ-409.10;;;;1;;;;5;;;;;;;0;;0;;;;0;2;;;;;
301293;0006;;;Меридиан;Mitsubihsi MS-36;Экскурсионно-прогулочное;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1995;;;10.97;0;3.2;0;0;0;0;0;3.6;;1.7;0.65;;Бензиновый;YAMAXA;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301294;0401011;;;Адам;YAMAHA РС-30;Маломерное глиссирующее судно для перевозки пассажиров;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1998;;;9.1;0;3.1;0;1.95;0;0.7;0;6.6;;1.66;0.76;;Дизельный;Volvo Penta АD41;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301295;XLBAKB47L98;;;Счастливый;Wellcraft-26;Маломерное глиссирующие судно для перевозки пассажиров;Категория 3;Речной регистр;США;;;;;;;;;;;01.01.1998;;;7.92;0;3.1;0;0;0;0;0;3.3;;1.4;0;;Бензиновый;Mercruiser МСМ;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301296;;;;Тюленица;ПС/23;Плавучая несамоходная баня;М3,0 I;Речной регистр;Иркутск;;;;;;;;;;;01.01.2016;;;10.8;10.48;6.09;5.58;10.07;0;1.5;0;0;;1.1;0.42;;;;;;;2;;;;10;;;;;;;0;;0;;;;0;0;;;;;
301297;;;;Понтон 1;ПС8.3/24;Понтонный причал;М3,0 IV;Речной регистр;Иркутск;;;;;;;;;;;01.01.2024;;;8;6;3.54;3.3;2;0;1.33;0;5.76;;1.64;1.11;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;0;;;;;
301298;;;;Понтон 2;ПС8.3/24;Понтонный причал;М3,0 IV;Речной регистр;Иркутск;;;;;;;;;;;01.01.2024;;;8;6;3.54;3.3;2;0;1.33;0;5.76;;1.64;1.11;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;0;;;;;
301299;;;;Понтон 3;ПС8.3/24;Понтонный причал;М3,0 IV;Речной регистр;Иркутск;;;;;;;;;;;01.01.2024;;;8;6;3.54;3.3;2;0;1.33;0;5.76;;1.64;1.11;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;0;;;;;
301300;;;;Понтон 4;ПС8.3/24;Понтонный причал;М3,0 IV;Речной регистр;Иркутск;;;;;;;;;;;01.01.2024;;;8;6;3.54;3.3;2;0;1.33;0;5.76;;1.64;1.11;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;0;;;;;
301301;;;;Понтон 5;ПС8.3/24;Понтонный причал;М3,0 IV;Речной регистр;Иркутск;;;;;;;;;;;01.01.2024;;;8;6;3.54;3.3;2;0;1.33;0;5.76;;1.64;1.11;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;0;;;;;
301302;;;;Понтон 6;ПС8.3/24;Понтонный причал;М3,0 IV;Речной регистр;Иркутск;;;;;;;;;;;01.01.2024;;;8;6;3.54;3.3;2;0;1.33;0;5.76;;1.64;1.11;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;0;;;;;
301303;0231018;;;Славный;YAMAHA FR-25;Маломерное глиссирующее судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1989;;;7.5;0;2.6;0;1.95;0;0.7;0.7;3.2;;1.3;0.9;;Бензиновый;YAMAXA F250АET;;;;1;;;;11;;;;;;;0;;0;;;;0;2;;;;;
301304;030;;;Триумф;Спутник-12;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2024;;;9.03;8.9;3.08;2.45;0;0;0;0;2.3;;1.235;1.035;;Бензиновый;Toyota 2GR-FE;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301306;899328;;;ОПТИМУС ПРАЙМ;YAMAHA SR 25;Маломерное судно для перевозки пассажиров;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1986;;;8.25;0;2.86;0;9.1;0;0;1;0;;1.5;0.65;;Бензиновый;YAMAHA;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301307;571;;;Байкал-3;А8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2017;;;8.25;7.05;3.1;2.48;15.53;0;0.8;0;2.3;;1.35;0.72;;Бензиновый;Toyota 2ТR;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301308;269;;;Хивус-001;А8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2011;;;7.54;0;3.08;0;15.53;0;0.8;0;1.67;;1.35;1.17;;Бензиновый;Toyota 2JZ;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301309;0231025;;;Буран;YAMAHA FR 25 НТ;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1989;;;7.5;0;2.2;0;1.95;0;1.45;0;2.45;;1.3;0.9;;Бензиновый;YAMAXA F250DET;;;;1;;;;11;;;;;;;0;;0;;;;0;2;;;;;
301310;JP-TMAA100K3031;;;Сапфир;Toyota Ponam 28;Маломерное глиссирующие судно для перевозки пассажиров;Категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.2014;;;10.81;0;2.86;0;0;0;1.7;0;0;;1.5;0.8;;Бензиновый;YAMAXA FL300GET2Х;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
301311;80;;;Фартовый;А-8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2006;;;8.02;0;3.3;0;15.53;0;1.05;0;1.67;;1.35;1.17;;Бензиновый;ЗМЗ-40920А;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
301312;0120040026;;;Вжик;Пегас 5;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2004;;;5.25;0;2.55;0;0;0;0.45;0;0.8;;0.9;0.65;;Бензиновый;Honda L15a;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
301313;022004027;;;Бабай;Пегас 5;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2004;;;5.25;0;2.55;0;0;0;0.45;0;0.8;;0.9;0.65;;Бензиновый;Honda L15a;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
301314;С-378;;;Коршун;Марс-700;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2011;;;8.03;0;3.72;0;0;0;0.7;0;2.4;;1.21;0.98;;Дизельный;Toyota 2-TR-FE;;;;1;;;;7;;;;;;;0;;0;;;;0;2;;;;;
301315;072005046;;;Майкл;Пегас;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2005;;;5.25;4.25;2.55;2.05;0;0;0.39;0;0.47;;0.9;0.8;;Бензиновый;Rotax-921-ULS;;;;1;;;;3;;;;;;;0;;0;;;;0;0;;;;;
301316;63;;;Порядочный;Хивус-6;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2004;;;7.25;0;3.08;0;10.7;0;0.71;0;1.22;;0.73;0.3;;Бензиновый;TOYOTA 1KZ-TE;;;;1;;;;5;;;;;;;0;;0;;;;0;2;;;;;
301317;6-30082014061;;;Тихий;Славир-636;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2014;;;6.6;0;3.7;0;0;0;1.5;0;0;;1.1;0.7;;Бензиновый;Subaru EZ36;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
301318;70;;;Кураж;А5;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2004;;;7.25;0;3.08;0;10.7;0;0.7;0;0;;0.73;0.53;;Бензиновый;ЗМЗ-40630А;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
301319;263;;;Боярин;А5;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2011;;;7.25;0;3.08;0;10.7;0;0.76;0;0;;0.73;0.53;;Бензиновый;ЗМЗ-409-20А;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
301320;201;;;Александр;А5;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2008;;;7.25;0;3.08;0;10.7;0;0.59;0;0;;0.72;0.52;;Бензиновый;ЗМЗ-409 20А;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
301321;203;;;Сириус;А5;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2008;;;7.25;0;3.3;0;10.7;0;0.5;0;0;;0.73;0.53;;Бензиновый;ЗМЗ-40522;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
301322;б/н;;;Чайка;НВ.9/6,5;плавучая несамоходная баня;М3,0 I;Речной регистр;Иркутск;;;;;;;;;;;01.01.2024;;;10.3;9;6.7;6.5;172.63;0;8.91;0;0;;1.8;1.344;;;;;;;1;;;;11;;;;;;;0;;0;;;;0;3;;;;;
301323;91;;;Дерзкий;А5;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2005;;;7.25;0;3.3;0;10.7;0;0.76;0;0;;1.37;1.2;;Бензиновый;Honda J30A;;;;1;;;;5;;;;;;;0;;0;;;;0;2;;;;;
301324;411;;;Россия 1;А-8;Амфибийное СВП для перевозки пассажиров;Категория 4;Речной регистр;Нижний-Новгород;;;;;;;;;;;01.01.2014;;;8.02;0;3.08;0;15.53;0;1.05;0;0;;1.35;1.17;;Бензиновый;IVEKO F1;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
