Регистровый номер;Строительный номер;IMO;MMSI;Название судна;Проект судна;Назначение судна;Формула класса;Источник данных;Место постройки;Завод постройки;Город постройки;Страна постройки;Порт приписки;Учреждение регистрации;Текущее состояние;Заложено;Дата закладки киля;Дата значительной части;Спущено на воду;Построено;Длина наибольшая теоретическая;Длина расчетная;Длина габаритная;Длина конструктивная;Ширина габаритная;Ширина конструктивная;Валовая вместимость;Чистая вместимость;Дедвейт;Грузоподъемность;Водоизмещение;Осадка;Высота борта;Надводный борт;Скорость;Тип силовой установки;Заводская модель главного двигателя;Запасы топлива;Количество движителей;Тип движителя;Численность экипажа;Спецперсонал;Число пассажиров коечные;Число пассажиров бескоечных;Общее число пассажиров;Количество лопастей;Холодильная установка;Рабочая температура;Хладагенты;Количество охлаждаемых грузовых помещений;Вместимость охлаждаемого грузового помещения;Количество наливных танков;Объём наливного танка;Суммарный объем наливных танков;Количество контейнеров;Тип контейнеров;Количество палуб;Количество переборок продольных;Количество переборок поперечных;Общее количество переборок;Водяной балласт;Подогреватели;Категория якорных цепей;Калибр якорных цепей
103539;1;;;ПРИЧАЛ ПОНТОННОГО ТИПА;030П;Плавучий причал для швартовки судов и проведения грузовых операций с светлыми нефтепродуктами;Л0,6 IV;Речной регистр;Цзямусы КНР;;;;;;;;;;;01.01.2012;;;64.6;0;16;0;523.28;0;0;0.3;0;;1.2;1.04;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;9;;;;;
104863;547;;;МП-622;341А;Несамоходный причал для подхода паромной переправы, стоечное;Р1,2 IV;Речной регистр;Свободный;;;;;;;;;;;01.01.1965;;;64.4;64.4;10.03;10;1107.9;0;0;0;740.3;;2;0.64;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;4;;;;;
104871;67;;;ВЕРАНДА-4;1095;Плавучий причал;Р1,2 IV;Речной регистр;Свободный;;;;;;;;;;;01.01.1965;;;65.9;64.4;10.2;10;1110;0;0;0;137;;2;0.6;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;7;;;;;
10784;12700;;;ВПУ КТК-1;;Плавучий морской одноточечный причал;K* FSPM;Морской регистр;;;;Объединенные Арабские Эмираты;Новороссийск;;;;;;;03/02/2000;16;;16;;;;162;;;;;4.08;2.22;;;Несамоходное;;;;;;;;;;;;;;;;;;;;;;;;;;;Повышенной прочности;95
10799;12710;;;ВПУ КТК-2;;Плавучий морской одноточечный причал;K* FSPM;Морской регистр;;;;Объединенные Арабские Эмираты;Новороссийск;;;;;;;03/02/2000;16;12;16;;;;162;;;;;4.08;2.22;;;Несамоходное;;;;;;;;;;;;;;;;;;;;;;;;;;;Повышенной прочности;95
110475;;;;ДМ-112;344-III;Плавучий объект, дебаркадер пассажирский;Р1,2 IV;Речной регистр;Аркуль, СРЗ памяти Кирова;;;;;;;;;;;01.01.1950;;;25.3;25;8.3;8;376.4;0;4.25;0;42.55;;2;1.75;;;;;;;2;;;;0;;;;;;;0;;0;;;;0;3;;;;;
110629;;;;Дебаркадер № 243;б/п;Дебаркадер грузовой переправы, причал;Р1,2 I;Речной регистр;Германия;;;;;;;;;;;01.01.1950;;;57.15;55.5;8.4;8;1584.8;0;0;0;0;;2.12;1.2;;;;;;;4;;;;0;;;;;;;0;;0;;;;0;7;;;;;
112028;;;;ВПУ КТК-3;;Плавучий морской одноточечный причал;K* FSPM;Морской регистр;;;;Объединенные Арабские Эмираты;Новороссийск;;;;;;;13/12/2012;16;;16;;;;242;;;;;4.47;1.83;;;Несамоходное;;;;;;;;;;;;;;;;;;;;;;;;;;;Повышенной прочности;95
121526;;;;БРП-209;183В;Плавучий объект, причал для отстоя судов;Р1,2 IV;Речной регистр, Fleetphoto;Кононово;Улан-Удэнский ССРЗ; Улан-Удэ;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1970;;;35.33;35;7.54;7.5;384.88;0;200;200;256;;1.3;0.96;;;;;;;0;;;;0;;;;;;;0;;0;;;;3;2;;;;;
121549;;;;06-37/0031;Р-70;Плавучий объект, дебаркадер;О2,0 I;Речной регистр, Fleetphoto;Кононово;Кононовская ремонтно-эксплуатационная база флота ЕРП МРФ РСФСР; Кононово;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1971;;;47.8;45;12.4;12;2000;0;43;20;261;;2.7;2.14;;;;;;;3;;;;0;;;;;;;0;;0;;;;4;4;;;;;
121629;;;;06-37/0026;Р-70;Плавучий объект, дебаркадер;О2,0 I;Речной регистр, Fleetphoto;Кононовская РЭБ;Кононовская ремонтно-эксплуатационная база флота ЕРП МРФ РСФСР; Кононово;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1972;;;47.8;45;12.4;12;2000;0;43;20;261;;2.7;2.14;;;;;;;3;;;;0;;;;;;;0;;0;;;;4;4;;;;;
121639;133;;;Паром 4;943;Стоечная баржа-причал;Р1,2;Речной регистр, Fleetphoto;Иркутский СРСЗ;Иркутский судоремонтно-судостроительный завод ВСРП МРФ РСФСР; Иркутск;;Усолье-Сибирское  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1974;;;57;55;12.2;12;1180;0;0.9;0;205.21;;2;1.6;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;6;;;;;
121655;;;;06-37/0032;282Б;Плавучий объект, дебаркадер;Р1,2 I;Речной регистр, Fleetphoto;Павловщина;Павловская ремонтно-эксплуатационная база флота ЕРП МРФ РСФСР; Павловщина;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1973;;;25;25;6;6;486.99;0;4.82;0;44;;1.8;1.45;;;;;;;2;;;;0;;;;;;;0;;0;;;;0;3;;;;;
121705;;;;06-37/0025;Р-70;Плавучий объект, дебаркадер;О2,0 I;Речной регистр, Fleetphoto;Кононово;Кононовская ремонтно-эксплуатационная база флота ЕРП МРФ РСФСР; Кононово;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1974;;;47.8;45;12.4;12;2000;0;43;20;282;;2.7;2.14;;;;;;;3;;;;0;;;;;;;0;;0;;;;4;4;;;;;
121763;;;;06-37/0030;575;Дебаркадер. Плавучий объект, дебаркадер;О2,0 I;Речной регистр, Fleetphoto;Красноярск;Красноярский судостроительный завод им. Побежимова МСП СССР (Предприятие п/я 60); Красноярск;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1975;;;85.2;85;14.57;14;4149.9;0;71.1;40;431.65;;2.5;2.06;;;;;;;3;;;;0;;;;;;;0;;0;;;;1;4;;;;;
121766;144;;;641;943;Рейдовый причал;Р1,2;Речной регистр, Fleetphoto;Иркутский СРСЗ;Иркутский судоремонтно-судостроительный завод ВСРП МРФ РСФСР; Иркутск;;Иркутск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1975;;;57.3;55;12.05;12;1180;0;0;0;790;;2;0.22;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;6;;;;;
121786;;;;06-37/0027;Р-70;Плавучий объект, дебаркадер;О2,0 I;Речной регистр, Fleetphoto;Кононово;Кононовская ремонтно-эксплуатационная база флота ЕРП МРФ РСФСР; Кононово;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1975;;;47.8;45;12.4;12;2000;0;43;20;261;;2.7;2.14;;;;;;;3;;;;0;;;;;;;0;;0;;;;4;4;;;;;
121797;5;;;1312;885Б;Стоечная баржа-причал;М2,0;Речной регистр, Fleetphoto;Улан-Удэ;Улан-Удэнский ССРЗ; Улан-Удэ;;Байкал  ;РКО (РРР до 2022); стоечная баржа-причал ;;;;;01.01.1977;;;67;64;12.21;12;2637.6;0;1000;1000;1316;;3;1;;;;;;;0;;;;0;;;;;;;0;;0;;;;1;8;;;;;
121828;78;;;Дебаркадер-35;Р-70;Грузопассажирский дебаркадер;Р1,2;Речной регистр, Fleetphoto;Усолье-Сибирская РЭБ флота;Усольская ремонтно-эксплуатационная база флота ВСРП МРФ РСФСР; Усолье-Сибирское;;Иркутск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1976;;;47.8;45;12.4;12;2000;0;43;20;261;;2.7;1;;;;;;;5;;;;45;;;;;;;0;;0;;;;3;2;;;;;
121876;;;;06-37/0033;Р-70;Плавучий объект, дебаркадер;О2,0 I;Речной регистр, Fleetphoto;Кононово;Кононовская ремонтно-эксплуатационная база флота ЕРП МРФ РСФСР; Кононово;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1976;;;47.8;45;12.4;12;2000;0;43;20;261;;2.7;2.14;;;;;;;3;;;;0;;;;;;;0;;0;;;;4;4;;;;;
125767;52;;;Дебаркадер № 139;536;Плавучий причал;Р1,2 I;Речной регистр;г.Аркуль;;;;;;;;;;;01.01.1958;;;25.3;25;8.3;8;600;0;27.3;27.3;105.3;;2;1.35;;;;;;;3;;;;0;;;;;;;0;;0;;;;0;3;;;;;
140853;;;;П-251;Р-010;Плавучий объект, плавучий причал;Л0,6 I;Речной регистр;Чехия;;;;;;;;;;;01.01.1973;;;31.7;30.8;9;8.8;761.3;0;0;0;147.7;;2.1;1.66;;;;;;;0;;;;100;;;;;;;0;;0;;;;0;3;;;;;
143301;;;;№9176;Фин.1000;Плавучий объект, причальное сооружение для обеспечения стоянки судов;Р1,2 IV;Речной регистр;Финляндия;;;;;;;;;;;01.01.1959;;;64.8;60;12.32;12.03;2094.2;0;1006;1000;1338;;3.6;1.25;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;5;;;;;
143659;175/49;;;Кудьма;276-III и 476-1(1 вариант);Плавучий причал для нефтеналивных судов;Р1,2 I;Речной регистр;Румыния, г.Браила;;;;;;;;;;;01.01.1959;;;75;74.6;15;15;2374.4;0;0;0;270;;1.7;1.3;;;;;;;2;;;;0;;;;;;;0;;0;;;;2;7;;;;;
144366;846;;;ПРМ-846;889/РЕГК.06029/889;Несамоходный плавучий причал для швартовки судов;Р1,2 IV;Речной регистр;Болгария;;;;;;;;;;;01.01.1968;;;62.4;62;13.4;13;2843.6;0;0;0;871;;3.7;2.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;7;;;;;
147061;246;;;7054;562Ш;Плавучий причал, эксплуатация у причальной стенки для швартовки судов;Р1,2 I;Речной регистр;Шиморское;;;;;;;;;;;01.01.1966;;;69.75;65.8;14.3;14;1618.8;0;36.15;0;248.98;;2;1.688;;;;;;;0;;;;0;;;;;;;0;;0;;;;1;5;;;;;
150195;1301;;;ПРП-4;SB02;Плавпричал;K(*) Berth-connected ship pontoon;Fleetphoto, Морской регистр;;ОАО «Завод Нижегородский теплоход»»; Бор;Россия;Новороссийск  ;РМРС; Эксплуатируется ;05.05.2015;05/05/2015;;04.08.2015;13.11.2015;73;34.56;73;;8.6;;337;100;2;;270;0.98;2.2;;0;Несамоходное;;0;;;;0;         0;         0;;0;;;;;;;;;;;1;;;4;0;;Повышенной прочности;58
156271;323;;;МП-3123;Р-56;Баржа-площадка, секция наплавного моста;Р1,2 IV;Речной регистр;Тюмень;;;;;;;;;;;01.01.1969;;;86;83.5;17.34;16.5;3545;0;240;240;654.3;;2.85;1.9;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;6;;;;;
156297;1;;;ДМ-035;Р-70;Грузопассажирский дебаркадер;О 2,0 I;Речной регистр, Fleetphoto;Тобольский СРЗ г.Тобольск;Тобольская ремонтно-эксплуатационная база флота ИРП МРФ РСФСР; Тобольск;;Омск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1972;;;47.8;45;12.4;12;2000;0;43;20;261;;2.7;2.14;;;;;;;2;;;;0;;;;;;;0;;0;;;;1;4;;;;;
156390;3;;;ПП-602;943;Несамоходный плавучий причал для швартовки судов;Р1,2 IV;Речной регистр;Тюмень;;;;;;;;;;;01.01.1969;;;57.3;55;12.05;12;1180.1;0;600;600;777.2;;2;0.61;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;6;;;;;
156527;1;;;МП-3059;Р 56/25.01/Р 56;Плавучий причал для стоянки т/х, и катеров и досуга владельцев судов;Р1,2 I;Речной регистр, Fleetphoto;Тюмень;Тюменский судостроительный завод; Тюмень;;Омск  ;РКО (РРР до 2022); плавучий причал ;;;;;01.01.1970;;;89.3;83.5;19.3;16.5;4103.5;0;62.05;0;676.7;;1.42;0.79;;;;;;;10;;;;25;;;;;;;0;;0;;;;2;6;;;;;
156639;380;;;МП-3161;Р-56;Секция наплавного моста/причал;Р 1,2 IV;Речной регистр, Fleetphoto;Тюменский ССЗ,Тюмень;Тюменский судостроительный завод; Тюмень;;Омск  ;РКО (РРР до 2022); секция наплавного моста ;;;;;01.01.1971;;;85.5;83.35;17.32;16.5;3645;0;240;240;654.3;;2.85;1.7;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;6;;;;;
156686;403;;;ПП-3007;Р-56;Плавучий причал, швартовка судов для посадки и высадки пассажиров;Р1,2 I;Fleetphoto, Речной регистр;Тюмень;Тюменский судостроительный завод; Тюмень;;Новосибирск  ;РКО (РРР до 2022); плавучий причал ;;;;;15.06.1972;;;86;83.5;17.34;16.5;3545;0;2829.7;0;3242.34;;2.85;0.34;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;6;;;;;
156818;129;;;ТПСП-635;183В;Плавучий объект, понтон;Р1,2 IV;Речной регистр, Fleetphoto;Тобольск;Улан-Удэнский ССРЗ; Улан-Удэ;;Омск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1972;;;35.53;35;7.8;7.5;320;0;60;60;203.15;;1.3;0.44;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;2;;;;;
159730;4;;;ДМ-4;Р-70;Грузопассажирский дебаркадер;О 2,0 I;Речной регистр, Fleetphoto;Новосибирский ССЗ,Новосибирск;ГП «Новосибирский судоремонтно-судостроительный завод ЗСРП МРФ РСФСР»; Новосибирск;;Омск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1977;;;47.8;45;12.4;12;2000;0;43;20;261;;2.7;2.15;;;;;;;3;;;;0;;;;;;;0;;0;;;;2;4;;;;;
160510;620;;;Понтон № 859;Р-24;Плавучий причал;Р1,2 I;Речной регистр;г.Кострома;;;;;;;;;;;01.01.1967;;;42.5;42;8.5;8;970.7;0;33;0;316;;2.8;1.7;;;;;;;3;;;;0;;;;;;;0;;0;;;;1;7;;;;;
160515;664;;;Понтон № 868;Р-24;Рейдовый понтон;Р1,2 I;Речной регистр;Кострома;;;;;;;;;;;01.01.1968;;;42.5;42;8.5;8;970.7;0;33;33;317;;2.8;1.7;;;;;;;3;;;;0;;;;;;;0;;0;;;;1;7;;;;;
160516;665;;;Понтон № 869;Р-24;Рейдовый понтон;Р1,2 I;Речной регистр;"Судоверфь им.""Комсомольской правды"", г.Кострома";;;;;;;;;;;01.01.1968;;;42.5;42;8.5;8;970.7;0;33;33;316;;2.8;1.7;;;;;;;2;;;;0;;;;;;;0;;0;;;;1;7;;;;;
160523;673;;;Дебаркадер-52;47Б;Плавучий объект установленный у берега, дебаркадер;Р1,2 I;Речной регистр;Кострома;;;;;;;;;;;01.01.1968;;;35.4;35;10;9.6;1743;0;56;30;360;;2.8;1.63;;;;;;;4;;;;124;;;;;;;0;;0;;;;0;13;;;;;
160533;1097;;;П-179;146;Плавучий причал;Р 1,2 I;Речной регистр;СОКОЛЬСКОЕ;;;;;;;;;;;01.01.1967;;;20.32;20;8.34;8;320;0;12.8;0;0;;2;1.34;;;;;;;0;;;;50;;;;;;;0;;0;;;;0;7;;;;;
160545;1128;;;ДЖ-63;61Б;Пассажирский дебаркадер;Р1,2 I;Речной регистр;Сокольская судоверфь, Сокольское;;;;;;;;;;;01.01.1967;;;20.32;20;7.32;7;450;0;4.9;0;119.75;;2;1.21;;;;;;;2;;;;18;;;;;;;0;;0;;;;0;7;;;;;
160578;;;;ДЖ-1131;61Б;Плавучий объект, дебаркадер;Р1,2 I;Речной регистр;Кострома, Сокольская судоверфь;;;;;;;;;;;01.01.1968;;;20.32;20;7.32;7;450;0;4.7;0;110.3;;2;1.21;;;;;;;2;;;;0;;;;;;;0;;0;;;;0;7;;;;;
160579;1141;;;Понтон-380;Р66;Плавучий причал;Р1,2 I;Речной регистр;Сокольская судоверфь, п.Сокольское;;;;;;;;;;;01.01.1968;;;30.4;30;10.4;10;687.7;0;50;50;256;;2.2;1.26;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;8;;;;;
160653;680;;;ДЖ-680;47Б;Плавучий объект, дебаркадер;Р1,2 I;Речной регистр;Кострома;;;;;;;;;;;01.01.1969;;;35.35;35;9.95;9.6;2388.5;0;10.6;0;375.4;;2.8;1.6;;;;;;;0;;;;70;;;;;;;0;;0;;;;2;13;;;;;
160671;702;;;902;133Б;Грузопассажирский понтон;Р1,2 I;Речной регистр;Кострома;;;;;;;;;;;01.01.1968;;;45.4;45;12.4;12;1400;0;152;150;570;;2.8;1.62;;;;;;;0;;;;32;;;;;;;0;;0;;;;2;6;;;;;
160673;704;;;Понтон-903;133Б;Грузо-пассажирский причальный понтон, швартовка судов;Р1,2 I;Речной регистр;Кострома;;;;;;;;;;;01.01.1969;;;45.5;45;12.5;12;1400.9;0;150;0;570;;2.8;1.62;;;;;;;0;;;;0;;;;;;;0;;0;;;;1;7;;;;;
160695;1177;9848912;273215120;Понтон № 384;Р-66;Причальный понтон;Р1,2 I;Речной регистр, Морской регистр, Fleetphoto;Сокольская судоверфь;АО «Онежский судостроительно-судоремонтный завод»; Петрозаводск;Россия;Архангельск;РМРС; Эксплуатируется ;17.11.2017;17/11/2017;;23.08.2019;01.01.1968;80;76.3;30.4;30;10.4;10;690.5;0;50;0;256;4.65;2.2;1.26;10;Дизельная;;569;2;Винт фиксированного шага цельнолитой;2;;;;0;3;;;;;;0;;0;;;1;0;12;6;188;;Особой прочности;36
160704;1180;;;Понтон № 387;Р-66;Причальный понтон;Р1,2 I;Речной регистр;Сокольская судоверфь, Сокольское;;;;;;;;;;;01.01.1969;;;30.4;30;10.4;10;690.5;0;50;50;256;;2.2;1.26;;;;;;;2;;;;0;;;;;;;0;;0;;;;0;12;;;;;
160705;1181;;;Понтон № 388;Р-66;Причальный понтон;Р1,2 I;Речной регистр;Сокольская судоверфь, Сокольское;;;;;;;;;;;01.01.1968;;;30.4;30;10.4;10;690.5;0;50;50;256;;2.2;1.26;;;;;;;2;;;;0;;;;;;;0;;0;;;;0;12;;;;;
160711;;;;389;66;Грузопассажирский дебаркадер;Р1,2 I;Речной регистр;Сокольская судоверфь;;;;;;;;;;;01.01.1969;;;30.2;30;10.2;10;687.7;0;0;0;0;;2.2;1.26;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;12;;;;;
160771;706;;;905;133Б;Причальный понтон, посадка пассажиров и высадка их с судов;Р 1,2 I;Речной регистр;Кострома;;;;;;;;;;;01.01.1969;;;45.4;43.3;12.4;12;1392.4;0;0;150;732;;2.8;1.3;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;4;;;;;
160798;711;;;910;Р-133Б;Понтон. Грузопассажирский понтон;Р1,2;Fleetphoto, Речной регистр;г.Кострома;"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;30.05.1970;;;45.5;45;12.5;12;1400;0;152;150;570;;2.8;1.62;;;;;;;3;;;;0;;;;;;;0;;0;;;;2;4;;;;;
160828;1231;;;749;146;Понтон причальный;Р1,2 I;Речной регистр, Fleetphoto;Сокольская судоверфь;Сокольская судоверфь; Сокольское;;Красное-на-Волге  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1970;;;20.74;20;8.65;8;526.4;0;4;0;104.9;;2;1.34;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;5;;;;;
160878;804;;;804;47Б;Плавучий объект, дебаркадер;Р1,2 I;Речной регистр, Fleetphoto;"Кострома, судоверфь имени ""Комсомольской Правды""";"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Москва  ;РКО (РРР до 2022); Не эксплуатируется ;;;;;01.01.1970;;;35.4;35;10;9.6;1740.5;0;56;30;360;;2.8;1.63;;;;;;;4;;;;0;;;;;;;0;;0;;;;0;11;;;;;
160891;808;;;Дебаркадер-365;47Б (35 метров);Железобетонный пассажирский дебаркадер;Р1,2;Fleetphoto, Речной регистр;Кострома;"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Волгоград  ;РКО (РРР до 2022); Эксплуатируется ;;;;;20.05.1971;;;35.4;35;10;9.6;1743;0;56;30;360.36;;2.8;1.63;;;;;;;5;;;;0;;;;;;;0;;0;;;;0;13;;;;;
160909;161;;;5206;1653Б;Плавучий объект, установленный у берега, баржа-площадка причал;Р1,2 I;Речной регистр, Fleetphoto;РЭБ им. Кирова, г. Аркуль;ГП «Ремонтно-эксплуатационная база флота им. Памяти Кирова ВРП МРФ РСФСР»; Аркуль;;Пермь  ;РКО (РРР до 2022); причал паромной переправы ;;;;;01.01.1971;;;65.4;61.9;11.86;11.4;999;0;0;0;656.6;;1.6;0.41;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;4;;;;;
160934;1276;;;1276;07А;Плавучий объект, дебаркадер;Р1,2 I;Речной регистр, Fleetphoto;Сокольское;Сокольская судоверфь; Сокольское;;Плёс  ;РКО (РРР до 2022); неизвестно с 2015 года ;;;;;01.01.1970;;;22.2;20;8.32;8;545.1;0;6.4;0;142.4;;2;1.11;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;7;;;;;
160948;1261;;;ПОНТОН-410;Р-66;Плавучий объект, установленный у берега, понтон причальный, швартовка пассажирских судов;Р1,2 IV;Речной регистр, Fleetphoto;Сокольское;Сокольская судоверфь; Сокольское;;Казань  ;РКО (РРР до 2022); Судьба не установлена ;;;;;01.01.1971;;;30.4;30;10.4;10;750;0;50;0;256;;2.2;1.26;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;12;;;;;
160984;1337;;;АКВАТОРИЯ-52;07А;Железобетонный дебаркадер;Р1,2 I;Речной регистр, Fleetphoto;Сокольское;Сокольская судоверфь; Сокольское;;Москва  ;РКО (РРР до 2022); Не эксплуатируется ;;;;;01.01.1971;;;22.02;20;8.36;8;543.4;0;0;0;0;;2;1.11;;;;;;;0;;;;10;;;;;;;0;;0;;;;0;0;;;;;
160985;1262;;;Понтон № 411;Р-66;Причальный понтон;Р1,2 I;Речной регистр, Fleetphoto;Сокольская судоверфь, Соколки;Сокольская судоверфь; Сокольское;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1971;;;30.4;30;10.4;10;750;0;50;50;256;;2.2;1.26;;;;;;;2;;;;0;;;;;;;0;;0;;;;0;12;;;;;
160997;1298;;;ДЖ-70;61Б;Плавучий объект, пассажирский дебаркадер;Р1,2;Fleetphoto, Речной регистр;Сокольская судоверфь;Сокольская судоверфь; Сокольское;;Москва  ;РКО (РРР до 2022); негодное для отстоя ;;;;;29.07.1971;;;20.32;20;7.32;7;280.2;0;0;0;0;;2;1.21;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;7;;;;;
161018;1316;;;Дебаркадер-603;61;Плавучий причал, швартовка судов;Р1,2 I;Речной регистр, Fleetphoto;Сокольская судоверфь;Сокольская судоверфь; Сокольское;;Нижний Новгород  ;РКО (РРР до 2022); Не эксплуатируется ;;;;;01.01.1971;;;20.34;20.04;7.3;7;553.8;0;2.2;0;131.73;;2.02;1.08;;;;;;;2;;;;12;;;;;;;0;;0;;;;0;7;;;;;
161019;809;;;ДЖ-68;47Б;Плавучий объект, дебаркадер;Р1,2 I;Речной регистр, Fleetphoto;Кострома;"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Москва  ;РКО (РРР до 2022); Не эксплуатируется ;;;;;01.01.1971;;;35.4;35;10;9.6;1848;0;57;0;360;;2.8;1.6;;;;;;;2;;;;25;;;;;;;0;;0;;;;2;13;;;;;
161029;813;;;Дебаркадер-366;47Б (35 метров);Железобетонный пассажирский дебаркадер;Р1,2;Fleetphoto, Речной регистр;Кострома;"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;27.07.1971;;;35.4;35;10;9.6;1743.3;0;56;30;360.36;;2.8;1.63;;;;;;;5;;;;0;;;;;;;0;;0;;;;2;13;;;;;
161031;904;;;ЖД-904;133Б;Плавучий объект, дебаркадер пассажирский;Р1,2 I;Речной регистр, Fleetphoto;Кострома;"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1971;;;45.4;45;12.4;12;1879.1;0;0;150;9575.94;;2.8;1.57;;;;;;;3;;;;0;;;;;;;0;;3;;;;2;6;;;;;
161049;818;;;Дебаркадер-80;47Б;Плавучий объект установленный у берега, дебаркадер;Р1,2 I;Речной регистр, Fleetphoto;Кострома;"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Пермь  ;РКО (РРР до 2022); Судьба не установлена ;;;;;01.01.1972;;;35.5;35;10.1;9.6;1743;0;57.1;30;393.1;;2.8;1.63;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;11;;;;;
161138;1327;;;П-20-23;146;Стоечный причальный понтон;Р1,2 I;Речной регистр, Fleetphoto;Сокольское;Сокольская судоверфь; Сокольское;;Ростов-на-Дону  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1971;;;20;20;8;8;319.8;0;0;0;106;;2;1.34;;;;;;;1;;;;0;;;;;;;0;;0;;;;1;7;;;;;
161146;1390;;;1390;07А;Плавучий объект, дебаркадер;Р1,2;Fleetphoto, Речной регистр;Сокольское;Сокольская судоверфь; Сокольское;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;30.06.1972;;;22;20;8.4;8;545.06;0;7;0;142;;2;1.11;;;;;;;20;;;;0;;;;;;;0;;0;;;;0;7;;;;;
161191;823;;;Самарский;47Б/7761;Дебаркадер-причал;Р1,2 I;Речной регистр, Fleetphoto;Кострома;"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Самара  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1972;;;35.4;35;10;9.6;1743.3;0;56;30;360.36;;2.8;1.65;;;;;;;10;;;;0;;;;;;;0;;0;;;;2;11;;;;;
161192;824;;;Дебаркадер №371;47Б (35 метров);Пассажирский дебаркадер, швартовка судов;Р1,2;Fleetphoto, Речной регистр;"судоверфь им.""Комсомольской правды"", г.Кострома";"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Нижний Новгород  ;РКО (РРР до 2022); холодный отстой ;;;;;26.07.1972;;;35.4;35;10;9.6;1743;0;57;0;393;;2.8;1.63;;;;;;;1;;;;0;;;;;;;0;;0;;;;1;11;;;;;
161209;917;;;Понтон № 920;133Б;Понтон причальный;Р1,2 I;Речной регистр, Fleetphoto;Судоверфь им. Комсомольской правды, г. Кострома;"Судоверфь им. ""Комсомольской правды"" ВОРП МРФ РСФСР"; Кострома;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1972;;;45.5;45;12.5;12;1400.9;0;152;150;570;;2.8;1.62;;;;;;;2;;;;0;;;;;;;0;;0;;;;2;6;;;;;
