Регистровый номер;Строительный номер;IMO;MMSI;Название судна;Проект судна;Назначение судна;Формула класса;Источник данных;Место постройки;Завод постройки;Город постройки;Страна постройки;Порт приписки;Учреждение регистрации;Текущее состояние;Заложено;Дата закладки киля;Дата значительной части;Спущено на воду;Построено;Длина наибольшая теоретическая;Длина расчетная;Длина габаритная;Длина конструктивная;Ширина габаритная;Ширина конструктивная;Валовая вместимость;Чистая вместимость;Дедвейт;Грузоподъемность;Водоизмещение;Осадка;Высота борта;Надводный борт;Скорость;Тип силовой установки;Заводская модель главного двигателя;Запасы топлива;Количество движителей;Тип движителя;Численность экипажа;Спецперсонал;Число пассажиров коечные;Число пассажиров бескоечных;Общее число пассажиров;Количество лопастей;Холодильная установка;Рабочая температура;Хладагенты;Количество охлаждаемых грузовых помещений;Вместимость охлаждаемого грузового помещения;Количество наливных танков;Объём наливного танка;Суммарный объем наливных танков;Количество контейнеров;Тип контейнеров;Количество палуб;Количество переборок продольных;Количество переборок поперечных;Общее количество переборок;Водяной балласт;Подогреватели;Категория якорных цепей;Калибр якорных цепей
245659;15,16,17,18,19,20;;;ПК1;1270;Плавучий объект, плавучий причал, швартовка судов, посадка и высадка служащих ГИМС;Р1,2 I;Речной регистр, Fleetphoto;"ООО ""Марина Сервис"", Санкт-Петербург";ООО «Марин-Сервис»; Санкт-Петербург;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2016;;;12.14;12;2.54;2.4;155.7;0;9;9;83.88;;0.9;0.3;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245689;;;;ДБР-28;824;Плавучий объект, причальный понтон для посадки и высадки пассажиров;Р 1,2 I;Речной регистр, Fleetphoto;Свирская судоверфь, п. Никольский;ОАО «Свирская судостроительная верфь»; Никольский;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1996;;;36.4;36;9.4;9;834.9;0;0;0;483;;2.6;1.15;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;11;;;;;
245744;001;;;П-1;03130;Плавучий объект, плавучий причал, посадка и высадка пассажиров;Р 1,2 I;Речной регистр, Fleetphoto;"ООО ""НПФ ""РОСТРА"", Санкт-Петербург";"ООО «НПФ ""Ростра""»"; Санкт-Петербург;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2018;;;20.3;19.52;5.2;5;102.4;0;5;0;30.48;;1.25;0.755;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;3;;;;;
245755;002;;;П-2;03130;Плавучий объект, плавучий причал, посадка и высадка пассажиров;Р 1,2 I;Речной регистр, Fleetphoto;"ООО ""НПФ ""РОСТРА"", Санкт-Петербург";"ООО «НПФ ""Ростра""»"; Санкт-Петербург;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2018;;;20.3;19.52;5.2;5;102.4;0;5;0;30.48;;1.25;0.755;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;3;;;;;
246030;;;;ПП-01;414Б;Плавучий причал;Р1,2 IV;Речной регистр, Fleetphoto;Жигалово;ГП «Жигаловская судоверфь ЛОРП МРФ РСФСР»; Жигалово;;Анадырь  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1973;;;12.3;12;10.3;10;240.02;0;6;6;34;;2;1.72;;;;;;;0;;;;0;;;;;;;0;;0;;;;1;2;;;;;
246516;1500;;;ПП-48 (ПД-48);1777;Плавучее стоечное сооружение, плавучий причал;R3;Речной регистр;Херсон, Украинский ССр;;;;;;;;;;;01.01.1979;;;145.5;64.4;32.4;10;1110;0;8810;8810;23300;;7.375;2.555;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
246851;001;;;Наплавной мост-8;25285;Плавучий объект, однокорпусный наплавной мост для переправы транспорта и пешеходов;Р1,2 III;Речной регистр, Fleetphoto;"ООО ""Система"", Шлиссельбург";ООО «Система»; Шлиссельбург;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2018;;;20.3;20.3;8.5;8.5;693.4;0;0;40;0;;2.3;1.7;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;4;;;;;
246907;;;;КС-63-1;ТР.667;Плавучий объект, плавучий причал;Р 1,2 I;Речной регистр, Fleetphoto;Ярославль;ОАО «Ярославский судостроительный завод»; Ярославль;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2008;;;21.6;21.6;3.6;3.6;139.8;0;0;0;71.6;;1.8;0.894;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;2;;;;;
246908;;;;КС-63-2;ТР.667;Плавучий объект, плавучий причал;Р 1,2 I;Речной регистр, Fleetphoto;Ярославль;ОАО «Ярославский судостроительный завод»; Ярославль;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2008;;;21.6;21.6;3.6;3.6;139.8;0;0;0;71.6;;1.8;0.894;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;2;;;;;
246953;;;;02-08ЛЗ;б/п;Плавучий объект, плавучий причал для посадки и высадки пассажиров;Р 1,2 I;Речной регистр;Санкт-Петербург;;;;;;;;;;;01.01.2013;;;15.9;15.45;4.9;4.9;82.1;0;3.75;0;23.01;;1.1;0.805;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;3;;;;;
247075;6;;;ПРП-15-5;НТК15;Плавучий объект, плавучий причал;Р 1,2 I;Речной регистр, Fleetphoto;"ООО ""РУСКОР"", Новая Ладога";ООО «Рускор»; Новая Ладога;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2019;;;15.1;14.6;5.61;5.5;99.1;0;3.75;0;18.8;;1.2;0.975;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;3;;;;;
247076;7;;;ПРП-15-6;НТК15;Плавучий объект, плавучий причал;Р 1,2 I;Речной регистр, Fleetphoto;"ООО ""РУСКОР"", Новая Ладога";ООО «Рускор»; Новая Ладога;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2019;;;15.1;14.6;5.61;5.5;99.1;0;3.75;0;18.8;;1.2;0.975;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;3;;;;;
247098;;;;Причал № 8;б/п;Плавучий причал;Р1,2 I;Речной регистр;"ССЗ ""Спецтранс"", Ленинград";;;;;;;;;;;01.01.1978;;;14.02;12.69;4.7;4.7;62.3;0;0;0;19.43;;1.05;0.724;;;;;;;0;;;;0;;;;;;;0;;0;;;;1;2;;;;;
247107;002;;;ПРП-38;ПП38;Плавучий объект, плавучий причал;Р1,2 I;Речной регистр, Fleetphoto;ООО «Инжиниринговая компания «РОСТР», Новая Ладога;"ООО «Инжиниринговая компания ""РОСТР""»"; Новая Ладога;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2019;;;38.03;38;8.1;8;148.2;0;0;0;42.9;;1.3;0.706;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;3;;;;;
247140;;;;Понтон № 7;б/п;Плавучий причал для посадки и высадки пассажиров;Р1,2 I;Речной регистр;СССР;;;;;;;;;;;01.01.1956;;;12;0;4;0;36;0;0;0;0;;1.4;0.9;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247156;;;;Поплавок;б/п;Плавучий причал, посадка и высадка пассажиров;Р1,2 I;Речной регистр, Fleetphoto;Великий Новгород;(Rus); (Россия);;Великий Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2006;;;18;14.5;6;6;156.3;0;0;0;0;;1.5;1.23;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;2;;;;;
247210;;;;ПП-1;б/п;Плавучий объект, плавучий причал для посадки и высадки пассажиров;Р 1,2 I;Речной регистр, Fleetphoto;"СК ""Астра Марин"", Санкт-Петербург";Астрон-Марин; Санкт-Петербург;;Санкт-Петербург  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2016;;;38;38;8.1;8;146.8;0;0;0;0;;1.3;0.6;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247331;18-02;;;Понтон П-1;РЕГК.02.328/П1;Плавучий причал;Р1,2 I;Речной регистр, Fleetphoto;"ООО РЭБ СК ""Ока"", Бор";"ООО «РЭБ СК ""Ока""»"; Бор;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2016;;;20.15;19.75;10;9.6;158.5;0;1.2;0;33.17;;1.75;1.345;;;;;;;0;;;;12;;;;;;;0;;0;;;;2;0;;;;;
247376;1;;;Плавучий металлический причал для швартовки пассажирских судов №1;КН.025/ПР1;Плавучий причал, швартовка пассажирских СПК, высадка-посадка пассажиров;Р1,2 I;Речной регистр, Fleetphoto;"АО ""Чкаловская судоверфь"", Чкаловск";ОАО «Чкаловская судоверфь»; Чкаловск;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2022;;;18.5;17.5;2.61;2.4;49.2;0;1.53;0;13.8;;1.2;0.844;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
247377;2;;;Плавучий металлический причал для швартовки пассажирских судов №2;КН.025/ПР1;Плавучий причал, швартовка пассажирских СПК, высадка-посадка пассажиров;Р1,2 I;Речной регистр, Fleetphoto;"АО ""Чкаловская судоверфь"", Чкаловск";ОАО «Чкаловская судоверфь»; Чкаловск;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2022;;;18.5;17.5;2.61;2.4;49.2;0;1.53;0;13.8;;1.2;0.844;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
247378;3;;;Плавучий металлический причал для швартовки пассажирских судов №3;КН.025/ПР1;Плавучий причал, швартовка пассажирских СПК, высадка-посадка пассажиров;Р1,2 I;Речной регистр, Fleetphoto;"АО ""Чкаловская судоверфь"", Чкаловск";ОАО «Чкаловская судоверфь»; Чкаловск;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2022;;;18.5;17.5;2.61;2.4;49.2;0;1.53;0;13.8;;1.2;0.844;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
247379;4;;;Плавучий металлический причал для швартовки пассажирских судов №4;КН.025/ПР1;Плавучий причал, швартовка пассажирских СПК, высадка-посадка пассажиров;Р1,2 I;Речной регистр, Fleetphoto;"АО ""Чкаловская судоверфь"", Чкаловск";ОАО «Чкаловская судоверфь»; Чкаловск;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2022;;;18.5;17.5;2.61;2.4;49.2;0;1.53;0;13.8;;1.2;0.844;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
247380;5;;;Плавучий металлический причал для швартовки  пассажирских судов №5;КН.025/ПР1;Плавучий причал, швартовка пассажирских СПК, высадка-посадка пассажиров;Р1,2 I;Речной регистр, Fleetphoto;"АО ""Чкаловская судоверфь"", Чкаловск";ОАО «Чкаловская судоверфь»; Чкаловск;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2022;;;18.5;17.5;2.61;2.4;49.2;0;1.53;0;13.8;;1.2;0.844;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
247399;6;;;Плавучий металлический причал для швартовки пассажирских судов №6;КН.025/ПР1;Плавучий причал, швартовка пассажирских СПК, высадка-посадка пассажиров;Р1,2 I;Речной регистр, Fleetphoto;"АО ""Чкаловская судоверфь"", Чкаловск";ОАО «Чкаловская судоверфь»; Чкаловск;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2023;;;18.5;17.5;2.61;2.4;48.1;0;1.53;0;13.8;;1.2;0.844;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
247400;7;;;Плавучий металлический причал для швартовки пассажирских судов №7;КН.025/ПР1;Плавучий причал, швартовка пассажирских СПК, высадка-посадка пассажиров;Р1,2 I;Речной регистр, Fleetphoto;"АО ""Чкаловская судоверфь"", Чкаловск";ОАО «Чкаловская судоверфь»; Чкаловск;;Нижний Новгород  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2023;;;18.5;17.5;2.61;2.4;48.1;0;1.53;0;13.8;;1.2;0.844;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
247609;;;;ПК-1;А4.Д90;Несамоходный понтон;О2,0;Речной регистр;г.Байкальск;;;;;;;;;;;01.01.2018;;;52.56;46.26;16;15.6;3072;0;0;0;300.32;;3.86;3.432;;;;;;;0;;;;0;;;;;;;0;;0;;;;2;8;;;;;
247630;01;;;Дорожный-9;А4.ПП.01;Несамоходный причальный понтон;Р1,2 I;Речной регистр;Турунтаева;;;;;;;;;;;01.01.2021;;;16.39;16.02;6.32;5.95;114.74;0;20;20;42.6;;1.25;0.753;;;;;;;0;;;;20;;;;;;;0;;0;;;;0;3;;;;;
247631;;;;Д-38;Д-34;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Fleetphoto, Речной регистр;Усольский РЭУ;Усольская ремонтно-эксплуатационная база флота ВСРП МРФ РСФСР; Усолье-Сибирское;;Братск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1988;;;22.2;22;8.2;8;345.3;0;0;0;36.07;;1.2;0.97;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247632;;;;Д-39;Д-34;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Fleetphoto, Речной регистр;Усольский РЭУ;Усольская ремонтно-эксплуатационная база флота ВСРП МРФ РСФСР; Усолье-Сибирское;;Братск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1989;;;22.2;22;8.2;8;345.3;0;0;0;36.07;;1.2;0.97;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247633;;;;Д-40;Д-34;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Fleetphoto, Речной регистр;Усольский РЭУ;Усольская ремонтно-эксплуатационная база флота ВСРП МРФ РСФСР; Усолье-Сибирское;;Братск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1989;;;22.2;22;8.2;8;345.3;0;0;0;36.07;;1.2;0.97;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247634;;;;31;282;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Речной регистр;Усольский РЭУ;;;;;;;;;;;01.01.1969;;;20.41;18.8;6.41;6;209.4;0;0;0;29.32;;1.8;1.51;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247650;01;;;А4.ПН.01;А4.ПН.01;Плавучий причал;Р1,2 I;Fleetphoto, Речной регистр;г.Иркутск;ОАО «ПО Иркутский завод тяжелого машиностроения»; Иркутск;;Иркутск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2019;;;12.31;12.31;11.3;11.3;7;0;7.45;0;0;;0.68;0.37;;;;;;;2;;;;26;;;;;;;0;;0;;;;0;0;;;;;
247651;02;;;Дорожный-10;А4.ПП.01;Плавучий объект, плавучий причал;Р1,2 I;Речной регистр;п.Турунтаева;;;;;;;;;;;01.01.2021;;;16.39;16.02;6.32;5.95;114.74;0;20;20;42.6;;1.25;0.753;;;;;;;0;;;;20;;;;;;;0;;0;;;;0;3;;;;;
247663;;;;Д-9;282;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Речной регистр;Усольское РЭУ;;;;;;;;;;;01.01.1969;;;20.41;18.8;6.41;6;209.4;0;0.9;0.9;0;;4.92;1.51;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247664;;;;Д-94;282;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Речной регистр, Fleetphoto;Усолье-Сибирское;Усольская ремонтно-эксплуатационная база флота ВСРП МРФ РСФСР; Усолье-Сибирское;;Аносово  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1970;;;20.41;18.8;6.41;6;209.4;0;0.9;0.9;0;;4.92;1.51;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247665;;;;Д-41;Д-34;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Fleetphoto, Речной регистр;Усолье-Сибирское;Усольская ремонтно-эксплуатационная база флота ВСРП МРФ РСФСР; Усолье-Сибирское;;Аносово  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1989;;;22.2;22;8.2;8;345.3;0;0;0;36.07;;1.2;0.97;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247666;;;;Д-42;Д-34;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Fleetphoto, Речной регистр;Усолье-Сибирское;Усольская ремонтно-эксплуатационная база флота ВСРП МРФ РСФСР; Усолье-Сибирское;;Балаганск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1990;;;22.2;22;8.2;8;345.3;0;0.9;0.9;36.07;;1.2;0.97;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247667;;;;Д-16;282;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Речной регистр;Усолье-Сибирское;;;;;;;;;;;01.01.1969;;;20.41;18.8;6.41;6;209.4;0;0.9;0.9;0;;1.8;1.51;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247668;;;;Д-12;282;Плавучий причал для швартовки судов местных линий сообщений;О2,0 I;Речной регистр;Усолье-Сибирское;;;;;;;;;;;01.01.1969;;;20.41;18.8;6.41;6;209.4;0;0;0;29.32;;1.8;1.51;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247693;001;;;Дебаркадер - 1;ПБФ 3127.21;Металлический дебаркадер для швартовки судов длиной не более 30 м., посадки и высадки пассажиров;О2,0 I;Речной регистр;Усолье РЭУ;;;;;;;;;;;01.01.2021;;;20.37;18;6.37;6;201.5;0;0.9;0.9;22.87;;1.8;1.574;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247694;002;;;Дебаркадер - 2;ПБФ 3127.21;Металлический дебаркадер для швартовки судов длиной не более 30 м., посадки и высадки пассажиров;О2,0 I;Речной регистр;Усолье РЭУ;;;;;;;;;;;01.01.2021;;;20.37;18;6.37;6;201.5;0;0.9;0.9;22.87;;1.8;1.574;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247697;003;;;Дебаркадер-003;ПБФ 3127.21;Металлический дебаркадер для швартовки судов длиной не более 30 м., посадки и высадки пассажиров;О2,0 I;Речной регистр;Усолье РЭУ;;;;;;;;;;;01.01.2021;;;20.37;18;6.37;6;201.5;0;0.9;0.9;22.87;;1.8;1.574;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247698;004;;;Дебаркадер-004;ПБФ 3127.21;Металлический дебаркадер для швартовки судов длиной не более 30 м., посадки и высадки пассажиров;О2,0 I;Речной регистр;Усолье РЭУ;;;;;;;;;;;01.01.2021;;;20.37;18;6.37;6;201.5;0;0.9;0.9;22.87;;1.8;1.574;;;;;;;0;;;;12;;;;;;;0;;0;;;;0;3;;;;;
247751;79;;;Плавучий причал ЛГ 47-97;1571;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина Сервис"", г.Санкт-Петербург";;;;;;;;;;;01.01.2013;;;15;0;2.54;0;40.57;0;0;0.5;23.2;;1.15;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247752;81;;;Плавучий причал ЛГ 47-99;1571;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марин Сервис"", г.Санкт-Петербург";;;;;;;;;;;01.01.2013;;;15;0;2.54;0;40.57;0;0;0.5;23.2;;1.15;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247783;28;;;Плавучий причал ЛГ 48-01;1571;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина-Сервис"",г.Санкт-Петербург,";;;;;;;;;;;01.01.2013;;;15;0;2.54;0;40.57;0;0;0.5;23.2;;1.15;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247882;206;;;Плавучий причал №243А-1;1572;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина Сервис"", г.Санкт-Петербург";;;;;;;;;;;01.01.2020;;;15;0;2.4;0;22.72;0;0;3.5;0;;1.2;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247883;217;;;Плавучий причал №243А-2;1572;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина Сервис"", г. Санкт-Петербург";;;;;;;;;;;01.01.2021;;;15;0;2.4;0;22.72;0;0;3.5;0;;1.2;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247884;218;;;Плавучий причал №243 А-3;1572;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина Сервис"", г.Санкт-Петербург";;;;;;;;;;;01.01.2021;;;15;0;2.4;0;22.72;0;0;0;0;;1.2;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247885;246;;;Плавучий причал №243 А-4;1572;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина Сервис"", г.Санкт-Петербург";;;;;;;;;;;01.01.2021;;;15;0;2.4;0;22.72;0;0;0;0;;1.2;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247886;б/н;;;Плавучий причал №243Е-1;1572;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина Сервис"", г.Санкт-Петербург";;;;;;;;;;;01.01.2021;;;15;0;2.4;0;22.72;0;0;3.5;0;;1.2;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247887;б/н;;;Плавучий причал №243 Е-2;1572;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина Сервис"", г.Санкт-Петербург";;;;;;;;;;;01.01.2013;;;15;0;2.4;0;22.72;0;0;3.5;0;;1.2;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247888;;;;Плавучий причал №243Е-3;1572;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;"ООО ""Марина Сервис"" г.Санкт-Петербург";;;;;;;;;;;01.01.2013;;;15;0;2.4;0;22.72;0;0;3.5;0;;1.2;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247889;б/н;;;Плавучий причал №243Е-4;1572;Плавучий причал для швартовки маломерных судов;М-ПР3,0 IV;Речной регистр;г.Санкт-Петербург;;;;;;;;;;;01.01.2013;;;15;0;2.4;0;22.72;0;0;0;0;;1.2;0.5;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247930;;;;Таганрог 2018;РП 12-24М;Железобетонный понтон, причал для маломерных судов;О2,0 IV;Речной регистр;г.Ростов-на-Дону;;;;;;;;;;;01.01.2018;;;12;12;2.65;2.65;31.8;0;0;2;0;;1;0.47;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247935;3;;;ХНМ-75;RDB 72.01;Наплавной мост на отдельных плавучих опорах (понтонах), проход пешеходов и проезд автотранспорта;Р1,2 III;Речной регистр;"ОАО ""ПССРЗ""";;;;;;;;;;;01.01.2023;;;75;62.7;14.3;14.3;2090.3;0;0;32;0;;1.1;0.47;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247938;;;;ПЖ-61М;824;Плавучий причал;О-ПР2,0 IV;Речной регистр;г.Городец, Свирская с/в;;;;;;;;;;;01.01.1977;;;73.04;72;9.6;9;1669.7;0;0;0;0;;2.6;1.33;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247959;01;;;П-01;RDB 62.05;Плавучий причал, для высадки и посадки пассажиров и стоянки пассажирских барж-приставок;Л0,6 I;Речной регистр;"ООО ""Ремстройсервис"", г.Лиски";;;;;;;;;;;01.01.2015;;;22.38;20;3.77;3.5;70.8;0;5;0;18.47;;1;0.735;;;;;;;0;;;;50;;;;;;;0;;0;;;;1;4;;;;;
247965;002;;;Плавучий причал № 9;486;Плавучий причал;О2,0 I;Речной регистр;Таганрог;;;;;;;;;;;01.01.2023;;;95;96;15;16;3149.8;0;0;0;0;;2.21;1.923;;;;;;;0;;;;460;;;;;;;0;;0;;;;0;0;;;;;
247967;;;;42 ОП РЗ 42К-332/0034;100/01-12-РД;Наплавной мост на отдельных плавучих опорах (понтонах), проход пешеходов и проезд автотранспорта;Л0,6 III;Речной регистр;"ОАО ""Павловский ССРЗ"", г.Павловск";;;;;;;;;;;01.01.2012;;;33.52;22.05;10;10;1274;0;0;10;0;;1.5;0.71;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
247980;01;;;П-02;ПБФ 4018.23/ПП;Плавучий причал, швартовка судов, посадка и высадка пассажиров;Р1,2 I;Речной регистр;"ООО ""РемСтройСервис"" , г.Лиски";;;;;;;;;;;01.01.2023;;;15.2;15;4.2;4;53.77;0;3.75;0;0;;0.9;0.66;;;;;;;0;;;;50;;;;;;;0;;0;;;;0;0;;;;;
248011;2;;;20 ОП Р3 Н 36-31Н;RDB 66.76;Наплавной мост понтонного типа;Р1,2 III;Речной регистр;г.Павловск;;;;;;;;;;;01.01.2022;;;80.24;67.3;11;11;549;0;0;32;0;;1.1;0.57;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;2;;;;;
248074;1;;;Дон-1;RDB74.02;Понтон. Плав.причал для шварт.пассаж.СПК типа Метеор120Р и Валдай45Р с целью посадки.и высад пассаж.;Р1,2 I;Речной регистр, Fleetphoto;"ОАО ""Моряк""";ОАО «Моряк»; Ростов-на-Дону;;Ростов-на-Дону  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2024;;;30.19;30;5.46;5;210;0;0;0;58.65;;1.404;1.004;;;;;;;0;;;;120;;;;;;;0;;0;;;;1;4;;;;;
248075;2;;;Дон-2;RDB74.02;Понтон. Плав.причал для шварт.пассаж.СПК типа Метеор120Р и Валдай45Р с целью посадки.и высад пассаж.;Р1,2 I;Речной регистр, Fleetphoto;"ОАО ""Моряк""";ОАО «Моряк»; Ростов-на-Дону;;Ростов-на-Дону  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2024;;;30.19;30;5.46;5;210;0;0;0;58.65;;1.404;1.004;;;;;;;0;;;;120;;;;;;;0;;0;;;;1;4;;;;;
248091;;;;ТП-1;-;Баржа для генерального груза. Транспортный понтон;КМ ± R2 pоntоn;Речной регистр;;;;;;;;;;;;01.01.2001;;;24;0;14.2;0;266;58;0;0;0;;3.5;1.306;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
248092;;;;ТП-2;-;Баржа для генерального груза. Транспортный понтон;КМ ± R3 pоntоn;Речной регистр;;;;;;;;;;;;01.01.1966;;;40.32;0;19.36;0;1700;180;468;0;0;;2.92;0.76;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
248228;;;;ПЛАВУЧИЙ ПРИЧАЛ №226(корневой понтон);проект 824,ПЖ-61;Плавучий объект, плавучий причал;О2,0 IV;Речной регистр;пос.Никольский, Свирская судоверфь;;;;;;;;;;;01.01.1973;;;36;36;9;9;758.4;0;0;0;0;;2.6;1.2;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
